id_producto,nombre,categoria,subcategoria,marca,precio_usd,stock,color,potencia_w,capacidad,voltaje,peso_kg,garantia_meses,descripcion
P0184,Pro Ventilador de Pie,Climatización,Ventilación,EcoClima,1800.8,67,Rosa,40,,110-220V,29.4,6,"Presentamos la Pro Ventilador de Pie de EcoClima, un producto excepcional de la categoría Climatización. Con 40W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 6 meses respaldada por EcoClima. "
P0185,Ventilador de Pie,Climatización,Ventilación,PureAir,2329.44,97,Plateado,90,,220V,26.4,36,"Presentamos la Ventilador de Pie de PureAir, un producto excepcional de la categoría Climatización. Con 90W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por PureAir. "
P0186,Ventilador de Pie 2024,Climatización,Ventilación,AirFlow,475.5,176,Rojo,40,,220V,22.3,24,"Presentamos la Ventilador de Pie 2024 de AirFlow, un producto excepcional de la categoría Climatización. Con 40W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por AirFlow. "
P0187,Smart Ventilador de Pie,Climatización,Ventilación,EcoClima,1693.63,169,Gris,40,,12V,7.3,12,"Presentamos la Smart Ventilador de Pie de EcoClima, un producto excepcional de la categoría Climatización. Con 40W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por EcoClima. "
P0188,Ventilador de Pie Plus,Climatización,Ventilación,PureAir,1839.97,49,Rojo,90,,12V,18.0,18,"Presentamos la Ventilador de Pie Plus de PureAir, un producto excepcional de la categoría Climatización. Con 90W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por PureAir. "
P0189,Ventilador de Techo Pro,Climatización,Ventilación,PureAir,968.19,89,Dorado,90,,12V,10.8,24,"Presentamos la Ventilador de Techo Pro de PureAir, un producto excepcional de la categoría Climatización. Con 90W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por PureAir. "
P0190,Ventilador de Techo,Climatización,Ventilación,ThermoControl,889.09,73,Negro,90,,110-220V,41.0,12,"Presentamos la Ventilador de Techo de ThermoControl, un producto excepcional de la categoría Climatización. Con 90W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por ThermoControl. "
P0191,Turbo Ventilador de Techo,Climatización,Ventilación,ThermoControl,831.61,143,Azul,90,,220V,10.5,36,"Presentamos la Turbo Ventilador de Techo de ThermoControl, un producto excepcional de la categoría Climatización. Con 90W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por ThermoControl. "
P0192,Ventilador de Techo X,Climatización,Ventilación,AirFlow,696.36,59,Blanco,40,,220V,33.7,36,"Presentamos la Ventilador de Techo X de AirFlow, un producto excepcional de la categoría Climatización. Con 40W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 36 meses respaldada por AirFlow. "
P0193,Ventilador de Techo 2024,Climatización,Ventilación,ClimaTech,1235.54,121,Gris,40,,220V,48.2,12,"Presentamos la Ventilador de Techo 2024 de ClimaTech, un producto excepcional de la categoría Climatización. Con 40W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por ClimaTech. "
P0194,Max Ventilador de Torre,Climatización,Ventilación,AirFlow,1617.07,185,Blanco,40,,220V,32.8,12,"Presentamos la Max Ventilador de Torre de AirFlow, un producto excepcional de la categoría Climatización. Con 40W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 12 meses respaldada por AirFlow. "
P0195,Ventilador de Torre 2024,Climatización,Ventilación,AirFlow,2633.3,2,Azul,90,,110-220V,9.7,18,"Presentamos la Ventilador de Torre 2024 de AirFlow, un producto excepcional de la categoría Climatización. Con 90W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por AirFlow. "
P0196,Advanced Ventilador de Torre Pro,Climatización,Ventilación,PureAir,2670.54,34,Dorado,90,,12V,27.4,24,"Presentamos la Advanced Ventilador de Torre Pro de PureAir, un producto excepcional de la categoría Climatización. Con 90W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 24 meses respaldada por PureAir. "
P0197,Ventilador de Torre Pro,Climatización,Ventilación,EcoClima,2162.82,3,Verde,40,,12V,23.2,18,"Presentamos la Ventilador de Torre Pro de EcoClima, un producto excepcional de la categoría Climatización. Con 40W de potencia y tecnología de vanguardia, este electrodoméstico está diseñado para facilitar tu vida diaria. Construcción robusta y materiales de primera calidad garantizan años de uso confiable. Interfaz intuitiva y controles ergonómicos para una experiencia de usuario superior. Sistema de seguridad certificado y múltiples protecciones contra sobrecalentamiento. Eficiencia energética clase A+ para reducir el consumo eléctrico. Diseño moderno que se integra perfectamente en cualquier ambiente. Garantía de 18 meses respaldada por EcoClima. "
